headline, link, day, month, year, page
HAITIAN REBELS WANT TO FIGHT AMERICANS: More Marines Landed at Cape Haitien ;- Foreigners at Port-a-Paix in Peril., https://search.proquest.com/docview/97668967/95060BEF90BE446APQ/264?accountid=12702, 19, 8, 1915, 18
OUR MARINES OLD ST. MARC: Haitians Make Futile Attempt to Oppose the Landing Party., https://search.proquest.com/docview/97704326/95060BEF90BE446APQ/265?accountid=12702, 20, 8, 1915, 11
BOBO SAYS WE COVET MOLE-ST. NICHOLAS: Defeated Haitian Revolutionist Expects Americans to Seize Foothold in Island., https://search.proquest.com/docview/97773459/95060BEF90BE446APQ/266?accountid=12702, 22, 8, 1915, 5
MARINES AND GUNS ORDERED TO HAITI: Force of 350 Men and Twelve Field Pieces Embarked on the Tennessee. DUE TO DISQUIETING NEWS Caperton Gets Reports That Rebels in Interior Are Organizing to Attack the Americans., https://search.proquest.com/docview/97709430/95060BEF90BE446APQ/267?accountid=12702, 24, 8, 1915, 3
HAITI MUST AGREE TO TREATY TODAY: We Give Her Until Noon to Accept Convention Running for Ten Years. THE LEGISLATORS OBJECT Treaty Establishes American Control of Customs and Financial Administration., https://search.proquest.com/docview/97773184/95060BEF90BE446APQ/268?accountid=12702, 25, 8, 1915, 6
Article 5 -- No Title, https://search.proquest.com/docview/97771944/95060BEF90BE446APQ/269?accountid=12702, 26, 8, 1915, 4
PLAN PROTECTORATE TO CONTROL HAITI: American Forces to Stay Until Finances Are Established and Order Obtained. TIME LIMIT IS EXTENDED United States Gives Chance to the Haitian Congress to Discuss the Proposed Treaty., https://search.proquest.com/docview/97772022/95060BEF90BE446APQ/270?accountid=12702, 26, 8, 1915, 4
Discussion of Treaty Allowed., https://search.proquest.com/docview/97771241/95060BEF90BE446APQ/271?accountid=12702, 26, 8, 1915, 4
FORT APPROVES THE TREATY.: The Only Way to Bring Peace and Prosperity to Haiti He Says., https://search.proquest.com/docview/97770205/95060BEF90BE446APQ/272?accountid=12702, 26, 8, 1915, 4
MUCH IS EXPECTED OF HAITIAN TREATY: It Will It Is Believed Solve Caribbean Problem and Prevent Complications. AID TO CANAL PROTECTION Our Forces Again Fired On at Port au Prince but No Casualties ;- Trouble at Port au Paix Feared., https://search.proquest.com/docview/97769595/95060BEF90BE446APQ/273?accountid=12702, 27, 8, 1915, 4
HAITI., https://search.proquest.com/docview/97770451/95060BEF90BE446APQ/274?accountid=12702, 27, 8, 1915, 8
HAITI IS EXPECTED TO AGREE TO TREATY: Modus Viyendi Planned Pending Ratification by the American Senate. A PROTECTORATE AT ONCE All Custom Houses to be Taken and Constabulary Under American Officers Established., https://search.proquest.com/docview/97769215/95060BEF90BE446APQ/275?accountid=12702, 28, 8, 1915, 2
ROOSEVELT CALLS WILSON POLICY WEAK AND TIMID: Intimates It Aroused Germany's Contempt and Encouraged Her to Aggression. ATTACKS COURSE IN MEXICO But for That and Failure to Prepare Defense No Attacks on Americans at Sea. EXCHANGE WITH GARRISON Secretary Chides Ex-President for &quot;Crying&quot; and Colonel Replies with a Broadside. ROOSEVELT ATTACKS WILSON'S POLICY, https://search.proquest.com/docview/97769107/95060BEF90BE446APQ/276?accountid=12702, 29, 8, 1915, 1
OUR 'HORSE MARINES' TO POLICE HAITI: Will Take Place of Proposed Native Constabulary Until Senate Ratifies the Treaty., https://search.proquest.com/docview/97766185/95060BEF90BE446APQ/277?accountid=12702, 29, 8, 1915, 8
Capital Interests in Haiti., https://search.proquest.com/docview/97765287/95060BEF90BE446APQ/278?accountid=12702, 30, 8, 1915, 6
HAITIANS SURRENDER ARMS.: Give Up 1675 Rifles to Our Marines ;- Congress Will Ratify Treaty., https://search.proquest.com/docview/97644175/95060BEF90BE446APQ/279?accountid=12702, 31, 8, 1915, 5
DR. BOBO IN CUBA.: Says He Left Haiti Because His Popularity Would Provoke Disorder., https://search.proquest.com/docview/97684333/95060BEF90BE446APQ/280?accountid=12702, 01, 9, 1915, 3
Front Page 3 -- No Title, https://search.proquest.com/docview/97712670/95060BEF90BE446APQ/281?accountid=12702, 05, 9, 1915, 1
Haiti Is Put Under Martial Law By Proclamation of American Admiral, https://search.proquest.com/docview/97712639/95060BEF90BE446APQ/282?accountid=12702, 05, 9, 1915, 1
HAITIAN REBEL WON OVER.: Zamor Going to Cape Haitien to Appeal to the &quot;Cacos.&quot;, https://search.proquest.com/docview/97771943/95060BEF90BE446APQ/283?accountid=12702, 07, 9, 1915, 5
Objections to the Convention Between Her and the United States., https://search.proquest.com/docview/97636279/95060BEF90BE446APQ/284?accountid=12702, 14, 9, 1915, 10
CONTROL ALL HAITI PORTS.: American Naval Forces Are Collecting Revenues for Republic., https://search.proquest.com/docview/97771193/95060BEF90BE446APQ/285?accountid=12702, 16, 9, 1915, 5
Article 6 -- No Title, https://search.proquest.com/docview/97764530/95060BEF90BE446APQ/286?accountid=12702, 18, 9, 1915, 7
HAITI GOVERNMENT RECOGNIZED BY US: Treaty Between This Country and the Island Republic Is Signed. MAY BE RATIFIED TODAY Ratification by American Senate Will Also Be Necessary ;- Treaty May Have a 'Platt Amendment.', https://search.proquest.com/docview/97769912/95060BEF90BE446APQ/287?accountid=12702, 18, 9, 1915, 7
THE HAITIAN TREATY., https://search.proquest.com/docview/97714453/95060BEF90BE446APQ/288?accountid=12702, 19, 9, 1915, 14
TO URGE SPECIAL SESSION.: Stone Will Ask President to Convene Senate to Act on Treaties., https://search.proquest.com/docview/97730306/95060BEF90BE446APQ/289?accountid=12702, 20, 9, 1915, 16
TELLS OF MODIFIED HAITIAN TREATY: Port au Prince Editor Now Here Says Financial Adviser Is Eliminated. REPLACED BY BANK OF HAITI Articles In Regard to Constabulary Under Our Control and Our Right to Renew Treaty Stand., https://search.proquest.com/docview/97767796/95060BEF90BE446APQ/290?accountid=12702, 22, 9, 1915, 7
HAITIANS FIRE ON OUR MEN.: No Casualties on American Side but Six Natives Are Killed., https://search.proquest.com/docview/97643109/95060BEF90BE446APQ/291?accountid=12702, 24, 9, 1915, 7
OUR FORCES ATTACKED BY HAITIAN REBELS: Forty Natives Killed and Ten of Our Marines Wounded ;- Haitians Had Refused to Disarm., https://search.proquest.com/docview/97649267/95060BEF90BE446APQ/292?accountid=12702, 27, 9, 1915, 1
AMERICAN SERGEANT SLAIN IN HAITI FIGHT: Another Marine Seriously Wounded ;- Two Battles ;- Fifty Natives Killed., https://search.proquest.com/docview/97733103/95060BEF90BE446APQ/293?accountid=12702, 28, 9, 1915, 1
ANOTHER SERGEANT KILLED BY HAITIANS: E.C. Thompson Shot From Ambush After Recovering the Body of a Drowned Soldier., https://search.proquest.com/docview/97763143/95060BEF90BE446APQ/294?accountid=12702, 29, 9, 1915, 1
HAITIAN AGREEMENT SIGNED.: Rebels in the North to Deliver Up Their Arms on Tuesday., https://search.proquest.com/docview/97761060/95060BEF90BE446APQ/295?accountid=12702, 03, 10, 1915, 24
NEW HAITIAN OUTBREAK.: American Marines Sent to Aid Garrison Attacked by Brigands., https://search.proquest.com/docview/97738982/95060BEF90BE446APQ/296?accountid=12702, 28, 10, 1915, 9
MORE MARINES FOR HAITI.: Force Already on Island Again Clashes with Revolutionists., https://search.proquest.com/docview/97679168/95060BEF90BE446APQ/297?accountid=12702, 07, 11, 1915, 6
HAITIANS RATIFY TREATY.: Accept Agreement for American Protectorate Over Country., https://search.proquest.com/docview/97740333/95060BEF90BE446APQ/298?accountid=12702, 13, 11, 1915, 7
MARINE SHOT IN HAITI.: Lieut. E.A. Osterman Slightly Wounded in Brush with Natives., https://search.proquest.com/docview/97756040/95060BEF90BE446APQ/299?accountid=12702, 14, 11, 1915, 6
SEEK PROTECTION IN HAITI.: French Ambassador Calls on Lansing About Proposed Protectorate., https://search.proquest.com/docview/97718053/95060BEF90BE446APQ/300?accountid=12702, 16, 11, 1915, 22
HAITI SATISFIES FRANCE.: Government Recognized and Cruiser Is Ordered to Depart., https://search.proquest.com/docview/97764694/95060BEF90BE446APQ/301?accountid=12702, 28, 11, 1915, 8
CAPT. F. F. ROBARDS KILLED.: Death Due to a Fall from His Horse Near Port au Prince., https://search.proquest.com/docview/97709661/95060BEF90BE446APQ/302?accountid=12702, 17, 12, 1915, 8
NAVY-ARMY PLANTS POORLY GUARDED: Officials Concerned Over Lack of Protection for Equipment Worth Many Millions. TOO FEW MEN AVAILABLE Talk of Drawing on Training Schools to Meet Navy's Needs ;- Police May Be Used Also., https://search.proquest.com/docview/97639160/95060BEF90BE446APQ/303?accountid=12702, 21, 12, 1915, 8
41 CHILDREN BY HIS 3 WIVES: W.B. Davis 94 Years Old Now Takes a Fourth Helpmate., https://search.proquest.com/docview/97659972/95060BEF90BE446APQ/304?accountid=12702, 26, 12, 1915, 13
HAITIANS ATTACK MARINES.: But Small Outbreak Is Quelled After One Rebel Is Killed., https://search.proquest.com/docview/98031824/95060BEF90BE446APQ/305?accountid=12702, 06, 1, 1916, 6
PLOTTED HAITI REVOLUTION.: Politicians Sought to Kill President Caperton Reports., https://search.proquest.com/docview/98050783/95060BEF90BE446APQ/306?accountid=12702, 10, 1, 1916, 4
SENATE RATIFIES HAITIAN TREATY: New Convention Establishes an American Police and Financial Protectorate. CUSTOMS IN OUR HANDS To be Collected by Our General Receiver -- Financial Adviser and Police Heads Americans., https://search.proquest.com/docview/98008099/95060BEF90BE446APQ/307?accountid=12702, 29, 2, 1916, 4
THE HAITIAN TREATY., https://search.proquest.com/docview/98005940/95060BEF90BE446APQ/308?accountid=12702, 01, 3, 1916, 10
SHOW MARINES UNDER FIRE.: Men Who Fought In Haiti to See Themselves as Others Saw Them., https://search.proquest.com/docview/97950320/95060BEF90BE446APQ/309?accountid=12702, 24, 4, 1916, 11
POLITICAL ROW IN HAITI.: President Would Limit Congress to Framing New Constitution., https://search.proquest.com/docview/97943528/95060BEF90BE446APQ/310?accountid=12702, 30, 4, 1916, 5
CAPERTON WATCHES OVER TWO REPUBLICS: Hurries to Santo Domingo with Cruiser and Marines to Halt Intrigues Against Jiminez. FOES IMPEACHED PRESIDENT American Admiral Also Tells Haitian Parliament That the Republic's Chief Is Right., https://search.proquest.com/docview/97942682/95060BEF90BE446APQ/311?accountid=12702, 03, 5, 1916, 5
Caperton Backs Dominican Chief., https://search.proquest.com/docview/97940788/95060BEF90BE446APQ/312?accountid=12702, 03, 5, 1916, 5
HAITIAN CABINET RESIGNS.: Parliament Enters Protest Over Violation of Its Rights., https://search.proquest.com/docview/97950383/95060BEF90BE446APQ/313?accountid=12702, 05, 5, 1916, 6
Haiti's Senate Dispersed Santo Domingo Warned, https://search.proquest.com/docview/97940515/95060BEF90BE446APQ/314?accountid=12702, 07, 5, 1916, 1
EPIDEMIC GRIPS MARINES.: Hospital Ship Solace Is Rushed from Newport to Haiti., https://search.proquest.com/docview/97920569/95060BEF90BE446APQ/315?accountid=12702, 28, 5, 1916, 11
MARINES KILL 18 REBELS.: Caperton Tells of Fights in Santo Domingo and Haiti., https://search.proquest.com/docview/97915600/95060BEF90BE446APQ/316?accountid=12702, 07, 6e, 1916, 8
WEALTHY HAITIAN DETAINED: Ill at Ellis Island He Will Be Deported Unless Bond Is Given., https://search.proquest.com/docview/97924652/95060BEF90BE446APQ/317?accountid=12702, 17, 6e, 1916, 20
BUY HAITIAN UTILITIES.: New York and Chicago Bankers Acquire Railways and Lighting Co., https://search.proquest.com/docview/97899760/95060BEF90BE446APQ/318?accountid=12702, 29, 6e, 1916, 19
GIVE FLEET TO CAPERTON.: Haitian Commander Will Succeed Winslow on the Pacific., https://search.proquest.com/docview/97895509/95060BEF90BE446APQ/319?accountid=12702, 08, 7y, 1916, 6
HAITIANS OBTAIN BANK AGREEMENT: State Department Comes to Terms with Commission as to Its Conduct. NEW DIRECTORS CHOSEN National City Bank Representatives Will Have Control of the Institution., https://search.proquest.com/docview/97827533/95060BEF90BE446APQ/320?accountid=12702, 12, 7y, 1916, 15
TORNADO NEARING CUBA.: Tempestuous Winds and Heavy Seas Reported Off Cape Haitien., https://search.proquest.com/docview/97889745/95060BEF90BE446APQ/321?accountid=12702, 17, 7y, 1916, 18
WASHINGTON TO RUN DOMINICAN FINANCE: Seeks to Arrange to Collect Internal Revenue as Well as the Customs. LIKE COMPACT WITH HAITI Convention to ward Against a Complication Through Foreign Creditors' Claims., https://search.proquest.com/docview/97870141/95060BEF90BE446APQ/322?accountid=12702, 22, 8, 1916, 20
HAITIAN PROTOCOL SIGNED.: Calls for Organization of a Native Constabulary Officered by Americans., https://search.proquest.com/docview/97864056/95060BEF90BE446APQ/323?accountid=12702, 25, 8, 1916, 5
COMMODITY PRICES GO UP WORLD OVER: Statement by City Bank Shows Even Haitians Charge More for Logs Since the War., https://search.proquest.com/docview/97826515/95060BEF90BE446APQ/324?accountid=12702, 14, 11, 1916, 5
MONROE DOCTRINE SAFE IN PEACE PLAN: Possible Chance to Gain Recognition from Germany When the War Ends. NO PERIL IN WORLD LEAGUE Washington Observers Doubt That United States Would Ever Give Up Policy. PREPARING TO UPHOLD IT Our Action in Haiti and Purchase of Danish Islands Part of the Campaign., https://search.proquest.com/docview/97807644/95060BEF90BE446APQ/325?accountid=12702, 25, 12, 1916, 2
Injustice to Haitians., https://search.proquest.com/docview/98061497/95060BEF90BE446APQ/326?accountid=12702, 07, 1, 1917, E2
MARINES TO STAY IN SANTO DOMINGO: Officials Deny Rumor That the Force's There and in Haiti Are to be Withdrawn. BASED ON WILSON'S SPEECH President's Assertion That No Nation Should &quot;Extend Its Policy Over Any Other&quot; Quoted., https://search.proquest.com/docview/99896140/95060BEF90BE446APQ/327?accountid=12702, 26, 1, 1917, 15
AMERICAN CAPITAL IN HAITI.: Corporation with $6000000 Gets Charter Here., https://search.proquest.com/docview/99808991/95060BEF90BE446APQ/328?accountid=12702, 28, 1, 1917, E4
BULK OF OUR FLEET IS IN WEST INDIES: Main Part of the Atlantic Sea Power Supposed to be Off Cuba or Haiti. SOME STILL FURTHER NORTH Warships in Pacittc Scattered All Along the Coast;-A Few in the Phillppines., https://search.proquest.com/docview/99942769/95060BEF90BE446APQ/329?accountid=12702, 03, 2, 1917, 5
RAIDER IN HAITIAN WATERS.: Also Put In at Dominican Port to Take On Coal., https://search.proquest.com/docview/99908521/95060BEF90BE446APQ/330?accountid=12702, 11, 2, 1917, 14
HELP FOR A NEIGHBOR., https://search.proquest.com/docview/98129174/95060BEF90BE446APQ/331?accountid=12702, 21, 2, 1917, 9
PRAISES FLEET'S SOBRIETY.: Conduct of 16000 Sailors Ashore in Haiti Commended by Daniels., https://search.proquest.com/docview/99927696/95060BEF90BE446APQ/332?accountid=12702, 25, 2, 1917, 7
AMERICAN CRUISER CAPTURES FERNANDEZ: Leader of Cuban Revolt Seized with Friends on Ship Nearing the Haitian Coast., https://search.proquest.com/docview/99918414/95060BEF90BE446APQ/333?accountid=12702, 02, 4, 1917, 7
MARBURG DEFENDS AMERICA'S POLICY: Denies Villard's Charge That &quot;Polite Conquest&quot; Marks Our Diplomacy. INTERVENTION IN HAITI CITED Speakers Before Academy of Political and Social Science Predict Defeat of Kaiser., https://search.proquest.com/docview/99925298/95060BEF90BE446APQ/334?accountid=12702, 22, 4, 1917, 9
HAITI MAY DECLARE WAR AGAINST GERMANY: President's Call on Congress to Do So Reveals Torpedoing of French Steamer Montreal., https://search.proquest.com/docview/98111017/95060BEF90BE446APQ/335?accountid=12702, 05, 5, 1917, 8
Haiti Commission Opposes War., https://search.proquest.com/docview/98112739/95060BEF90BE446APQ/336?accountid=12702, 09, 5, 1917, 2
HAITI READY FOR BREAK.: Commission Recommends Severing Relations with Germany., https://search.proquest.com/docview/98048380/95060BEF90BE446APQ/337?accountid=12702, 11, 5, 1917, 3
HAITI PROTESTS TO BERLIN.: Congress Authorizes Break if Germany Refuses Reparation., https://search.proquest.com/docview/98109523/95060BEF90BE446APQ/338?accountid=12702, 12, 5, 1917, 5
DOYEN HEADS SEA SOLDIERS: His Marines Fresh from Active Fighting in Haiti and Santo Domingo. HAS FORCE OF PICKED MEN American Land Contingent Already Designated for France Numbers 40000. PUSH EXPEDITION PLANS Pershing's Command Is Being Hurried Into Readiness for Voyage;-Details Secret. Rush Expeditionary Plans. 2600 MARINES TO GO WITH GEN. PERSHING, https://search.proquest.com/docview/98089300/95060BEF90BE446APQ/339?accountid=12702, 20, 5, 1917, 1
DISMISSES HAITIAN ENVOY.: Berlin Acts After Demand for Reparation for U-Boat Attacks., https://search.proquest.com/docview/99857157/95060BEF90BE446APQ/340?accountid=12702, 09, 6e, 1917, 20
HAITI AGAINST KAISER; BREAK IS ANNOUNCED: Carries Out Threat to Sever Relations When Protest IsUnheeded., https://search.proquest.com/docview/99947963/95060BEF90BE446APQ/341?accountid=12702, 19, 6e, 1917, 5
WOUNDED MARINES WERE KNOWN HERE: Captain Miller and Some of the Others on the List Are from New York. PROBABLY ON TOUL SECTOR Army Casualties Show the 165th Is Again in Action--Pershing Sends Condolences. Sergeant Mulvaney a Veteran. Two New York Men. 165th Infantry in Action. Flushing Man Wounded., https://search.proquest.com/docview/100129340/95060BEF90BE446APQ/342?accountid=12702, 27, 4, 1918, 13
HAITI DECLARES WAR AGAINST GERMANY: President Asked for Action Owing to Deaths on French Ship--22d Nation Opposing Teutons., https://search.proquest.com/docview/100051060/95060BEF90BE446APQ/343?accountid=12702, 16, 7y, 1918, 5
KILL 20 HAITIAN BANDITS.: Three Marines Slightly Wounded in Santo Domingo Battle., https://search.proquest.com/docview/99967450/95060BEF90BE446APQ/344?accountid=12702, 30, 7y, 1918, 11
ROOSEVELT DRAFTS LEAGUE OF NATIONS: Insists It Must Be Formed Without Secret Diplomacy andAssails 14 Points.NATIONS NOT ON EQUALITY Says Haiti China and Mexico Can't Be Classed with theUnited States., https://search.proquest.com/docview/100154608/95060BEF90BE446APQ/345?accountid=12702, 14, 12, 1918, 15
COUNCIL HAS LONG DEBATE: Provisional Arrangement Reached for Governing Former German Areas. WILSON ASKED FOR DETAILS Great Powers Assent to Plan Only on Condition That He Find Workable Basis. BRING UP MONROE DOCTRINE Question Raised Whether Our Control of Haiti and Santo Domingo Accords with Plan. Still a Contest Over Details. Want Light on Several Points. To Apply Principles to Adriatic. &quot;Provisional&quot; and &quot;Satisfactory.&quot; Two Ideas of Mandatory Plan. Official Announcement of Decision. Tardien Tells of Good Feeling. Colonies Working on Special Line., https://search.proquest.com/docview/100298280/95060BEF90BE446APQ/346?accountid=12702, 31, 1, 1919, 1
MAJOR J.L. MAYER KILLED.: Marine Corps Officer Slain In Action in Haiti on April 4., https://search.proquest.com/docview/100283287/95060BEF90BE446APQ/347?accountid=12702, 09, 4, 1919, 11
THE MISSIONARY MARINES, https://search.proquest.com/docview/100492903/95060BEF90BE446APQ/348?accountid=12702, 08, 6e, 1919, 38
Brazil Receives Haitian Diplomat., https://search.proquest.com/docview/100275012/95060BEF90BE446APQ/349?accountid=12702, 25, 6e, 1919, 19
KILLED MARINES BY ERROR.: Two Shot in Haiti by Comrades Who Thought They Were Bandits., https://search.proquest.com/docview/100442921/95060BEF90BE446APQ/350?accountid=12702, 24, 9, 1919, 7
REPLACING TROOPS IN HAITI.: 1200 Men of the Marine Corps to be Demobilized by Jan. 1., https://search.proquest.com/docview/100460579/95060BEF90BE446APQ/351?accountid=12702, 14, 10, 1919, 19
HAITI TODAY, https://search.proquest.com/docview/100331600/95060BEF90BE446APQ/352?accountid=12702, 26, 10, 1919, X1
TELL OF SLAYING OF HAITIAN BANDIT: Passengers from Island Bring Story of Activities of Two American Marines. GET GOVERNMENT MEDAL Officers Found Headquarters of Charlemangue and Slipped Past His Outposts., https://search.proquest.com/docview/100384983/95060BEF90BE446APQ/353?accountid=12702, 07, 12, 1919, 6
New Catholic Bishop for Haiti., https://search.proquest.com/docview/100341250/95060BEF90BE446APQ/354?accountid=12702, 20, 12, 1919, 20
SETS TRACK RECORD AT ORIENTAL PARK: Fort Churchill Steps Five Furlongs in 59 Seconds EasilyWinning Haiti Handicap., https://search.proquest.com/docview/98277647/95060BEF90BE446APQ/355?accountid=12702, 11, 1, 1920, 93
REPEL 300 BANDITS AT HAITIAN CAPITAL: American Marines and Native Gendarmerie Disable Half the Force --Two of Our Men Wounded., https://search.proquest.com/docview/98281379/95060BEF90BE446APQ/356?accountid=12702, 17, 1, 1920, 4
CONSOLIDATED HAITIAN DEBT, https://search.proquest.com/docview/98216369/95060BEF90BE446APQ/357?accountid=12702, 07, 3, 1920, X11
Urges Navy Base in Haiti., https://search.proquest.com/docview/98181130/95060BEF90BE446APQ/358?accountid=12702, 22, 4, 1920, 10
ASSAIL OUR RECORD IN RULING LATINS: Former Dominican Official Asserts Tyranny and Cruelties'Toward People of Haiti.VENEZUELAN COMPLAINS Clark University Conference is ToldThat the Caribbean Has Been Made an 'American Lake.' Heard Stories of Cruelties., https://search.proquest.com/docview/98218816/95060BEF90BE446APQ/359?accountid=12702, 21, 5, 1920, 16
NEW YORK AT CHICAGO.: COOLIDGE SENTIMENT. AMERICANS IN HAITI. A Reply to Charges That They Are Inefficient and Indifferent. THE WAR BURDEN. BILLBOARDS., https://search.proquest.com/docview/98182253/95060BEF90BE446APQ/360?accountid=12702, 30, 5, 1920, E2
HAITIAN RAILROAD GETS N.Y.RECEIVER: Bondholder Alleges $1169018 Default in Interest by the Company. R.L.FARNHAM IS NAMED Vice President of National City Bank to Conserve Assets of the Corporation., https://search.proquest.com/docview/98161031/95060BEF90BE446APQ/361?accountid=12702, 23, 6e, 1920, 26
Medals to Two Marines For Heroism in Haiti, https://search.proquest.com/docview/98193565/95060BEF90BE446APQ/362?accountid=12702, 02, 7y, 1920, 14
TO GET HAITIAN COFFEE.: Means Employed to Make a Market for It In This Country., https://search.proquest.com/docview/98141718/95060BEF90BE446APQ/363?accountid=12702, 18, 7y, 1920, 37
ACCUSER OF MARINES HELD AS PRISONER: Haiti Soap Manufacturer Deported After ComplaintAgainst Lieut. Grant.SIEGEL ASKS FOR JUSTICEAppeals to General Lejeune for Trialof Accused Whom Victim Returned to Prosecute. Deported When He Protested. Appeals to General Long. Accuser Held a Prisoner., https://search.proquest.com/docview/98043572/95060BEF90BE446APQ/364?accountid=12702, 08, 8, 1920, 11
ADMIRAL KNAPP TO HAITI.: Ex-Commander in Europe Recalled to Duty for Special Service., https://search.proquest.com/docview/98136736/95060BEF90BE446APQ/365?accountid=12702, 09, 9, 1920, 9
American Company in Haiti., https://search.proquest.com/docview/97876425/95060BEF90BE446APQ/366?accountid=12702, 12, 9, 1920, E17
'MEREST DRIBBLE' ROOSEVELT ANSWERS: He Declares Harding's Statement 'An Apparently Deliberate Attempt to Deceive.', https://search.proquest.com/docview/98128012/95060BEF90BE446APQ/367?accountid=12702, 18, 9, 1920, 11
DANIELS DEFENDS MARINES IN HAITI: Challenges Harding's Charge That They Have Killed Thousands of Natives., https://search.proquest.com/docview/98108035/95060BEF90BE446APQ/368?accountid=12702, 19, 9, 1920, 18
KNAPP INVESTIGATES HAITI BANK SNARL: Admiral Sent Down to Straighten Out Trouble Involving National City's Interests.ITS PRIVILEGES CONTESTEDPayment to Bank of Interest onDeposits by Government Protested by American Adviser. Dispute Over Bank Transfer. KNAPP INVESTIGATES HAITI BANK SNARL, https://search.proquest.com/docview/98022242/95060BEF90BE446APQ/369?accountid=12702, 20, 9, 1920, 1
ASSERTS NAVY BARS NEWS FROM HAITI: Accuser Attacks American Government's Method of Investigating Complaints of Misrule. INTIMATES A WHITEWASHMarine Officer and Admiral Sent toReport on Charges Against Marines and Naval Department., https://search.proquest.com/docview/98040710/95060BEF90BE446APQ/370?accountid=12702, 21, 9, 1920, 12
COLBY GIVES POLICY IN OCCUPYING HAITI: Says We Entered at Request of the Republic Itself and Have Maintained Order Since. REPORT WORK NEAR END Asserts Only Purpose Is Benevolent and That We Will Retire When Country Can Stand Alone. American Forced to Enter. Convention Was Signed. Gives Policy on National City Bank. Told Salaries Will Be Withheld., https://search.proquest.com/docview/98030721/95060BEF90BE446APQ/371?accountid=12702, 21, 9, 1920, 12
HARDING CHARGES BETRAYAL OF CHINA: Declares Contract Secretly Made Led to Shantung Award to Japan. APOLOGIZES TO ROOSEVELT Regrets Misquotation on Haiti and San Domingo--Lillian Russell Speaks from Porch. Declares China's. Trust Failed. &quot;surrender&quot; in League Decried. Big Delegations Expected. Predicts Pennsylvania Sweep. HARDING SENDS APOLOGY. Expresses Regret to Roosevelt for Quotation on Haiti., https://search.proquest.com/docview/98115264/95060BEF90BE446APQ/372?accountid=12702, 22, 9, 1920, 3
THE AMERICANS IN HAITI., https://search.proquest.com/docview/98127786/95060BEF90BE446APQ/373?accountid=12702, 22, 9, 1920, 11
HAITIAN POLICY ATTACKED.: United States Accused of Abolishing Legislature and Withholding Pay., https://search.proquest.com/docview/98095910/95060BEF90BE446APQ/374?accountid=12702, 22, 9, 1920, 24
Marines Kill Haitian Bandit Rout His Forces Knapp Reports, https://search.proquest.com/docview/97875295/95060BEF90BE446APQ/375?accountid=12702, 03, 10, 1920, 1
SAYS HAITIANS APPROVE OUR ACTION: General Lejeune Reports to Daniels Their Praise of Marines. ROBBER BANDS DISPERSED Commandant Finds Instructions for Kindly Treatment of Natives Enforced by Officers. General Lejeune's Report. Found Russell's Course Humane. Thanked by Citizens of Halti. Some Brawls with Haitians., https://search.proquest.com/docview/98110047/95060BEF90BE446APQ/376?accountid=12702, 06, 10, 1920, 2
GENERAL LEJEUNE'S REPORT., https://search.proquest.com/docview/98114118/95060BEF90BE446APQ/377?accountid=12702, 07, 10, 1920, 10
ASSERTS HAITIANS TOOK HIS PROPERTY: Harris Lipschitz American Complains of Seizures of Houses and Lands. FOLLOWS TALE OF ASSAULT Tells Representative Siegel of Occurrences After Officers Investigated First Charges. Tells of Property Seized. Interview with General Lejeune., https://search.proquest.com/docview/97987847/95060BEF90BE446APQ/378?accountid=12702, 10, 10, 1920, 109
REPORTS UNLAWFUL KILLING OF HAITIANS BY OUR MARINES: Evidence of &quot;Indiscriminate&quot; Slaying Is Alleged by Brigadier General Barnett.COURT-MARTIAL GAVE CLUE&quot;Shocking Conditions&quot; Revealed in Trial of Two Privates--Blames Corvee System.3250 IN ALL WERE SLAINBut Majority Fell in Warfare andBandits Would Have Killed ManyMore Says Barnett. Asked Russell to Inquire. REPORTS UNLAWFUL KILLING OF HAITIANS Orders Conduct &quot;Corrected.&quot; Did Not Get Russell's Report. Blames Corvee System., https://search.proquest.com/docview/97868972/95060BEF90BE446APQ/379?accountid=12702, 14, 10, 1920, 1
HAITIAN CONDITIONS., https://search.proquest.com/docview/98126277/95060BEF90BE446APQ/380?accountid=12702, 15, 10, 1920, 12
BLAMES HAITIAN DEATHS ON AN INSANE OFFICER: General Lejeune Also Says Secretary Daniels Will ProbablyMake a Statement., https://search.proquest.com/docview/98108129/95060BEF90BE446APQ/381?accountid=12702, 15, 10, 1920, 15
LAYS HAITI KILLINGS TO SOUTHERN MEN: Harry A. Franck Says Innocent Blacks Were Slain in Villages from Airplanes.OTHERS SHOT FOR &quot;SPORT&quot;Marines and Officers Largely from the South Held NativeLives Cheaply He Asserts.BLAMES WILSON AND DANIELS Ruthless Enforcement of Ancient Corvee System Increased Banditry--Atrocities Not the Rule. Did Not Witness Atrocities. Revive the Corvee System. Valued Native Lives Lightly., https://search.proquest.com/docview/98126652/95060BEF90BE446APQ/382?accountid=12702, 15, 10, 1920, 15
